Name,Type,Value_0,Value_1,Value_2,Value_3,Value_4,Threshold,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Value_45,Value_46,Value_47,Value_48,Value_49
List_505,meanList,51,39.0,34.0,77.0,26.0,3818.287312484507,57.0,57.0,24.0,89.0,60.0,90.0,90.0,37.0,59.0,68.0,33.0,50.0,6.0,36.0,21.0,16.0,4.0,81.0,35.0,14.0,75.0,84.0,50.0,,,,,,,,,,,,,,,,,,,,,,
List_506,meanList,55,66.0,48.0,93.0,26.0,-682.2894287777254,5.0,44.0,50.0,99.0,89.0,98.0,65.0,47.0,43.0,21.0,96.0,28.0,36.0,13.0,56.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_507,meanList,78,79.0,5.0,58.0,93.0,58.41094920571297,48.0,31.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_508,sumList,26,33.0,29.0,32.0,34.0,21.23956355943116,3.0,64.0,90.0,45.0,10.0,51.0,36.0,63.0,4.0,20.0,59.0,98.0,12.0,28.0,47.0,54.0,19.0,26.0,86.0,62.0,65.0,39.0,67.0,10.0,82.0,65.0,70.0,75.0,16.0,42.0,4.0,35.0,82.0,100.0,67.0,82.0,19.0,26.0,54.0,59.0,,,,,
List_509,sumList,13,29.0,85.0,66.0,1.0,59.3279290543214,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_510,meanList,45,86.0,34.0,78.0,70.0,2093.641650784702,70.0,94.0,50.0,95.0,55.0,100.0,51.0,60.0,77.0,94.0,33.0,55.0,48.0,81.0,26.0,56.0,16.0,44.0,29.0,7.0,95.0,48.0,30.0,22.0,29.0,81.0,15.0,72.0,36.0,19.0,81.0,1.0,16.0,,,,,,,,,,,,
List_511,stdList,36,40.0,62.0,68.0,75.0,65.82317314983258,37.0,24.0,27.0,13.0,53.0,87.0,69.0,68.0,73.0,55.0,50.0,84.0,44.0,21.0,69.0,28.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_512,meanList,53,3.0,91.0,57.0,7.0,-1761.0892021194409,33.0,8.0,16.0,91.0,13.0,5.0,46.0,23.0,92.0,6.0,14.0,78.0,41.0,54.0,69.0,54.0,53.0,34.0,17.0,49.0,55.0,90.0,36.0,17.0,33.0,31.0,62.0,76.0,9.0,26.0,1.0,1.0,48.0,78.0,8.0,100.0,29.0,76.0,100.0,2.0,78.0,,,,
List_513,meanList,8,1.0,90.0,78.0,3.0,470.52184936010036,63.0,31.0,71.0,71.0,47.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_514,sumList,87,100.0,22.0,79.0,6.0,106.88480934166768,41.0,74.0,64.0,89.0,66.0,54.0,4.0,42.0,16.0,30.0,63.0,47.0,91.0,20.0,53.0,7.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_515,meanList,73,6.0,87.0,3.0,73.0,38.653179976746344,74.0,74.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_516,meanList,65,88.0,22.0,1.0,68.0,-518.2036452348043,57.0,9.0,32.0,63.0,57.0,22.0,47.0,81.0,45.0,44.0,78.0,41.0,4.0,31.0,29.0,84.0,70.0,77.0,83.0,4.0,83.0,17.0,35.0,93.0,73.0,8.0,7.0,30.0,20.0,,,,,,,,,,,,,,,,
List_517,stdList,74,94.0,35.0,70.0,48.0,312.8197018146808,13.0,39.0,86.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_518,stdList,100,40.0,92.0,88.0,27.0,21.10052756588483,78.0,55.0,34.0,78.0,46.0,79.0,42.0,16.0,76.0,19.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_519,stdList,42,67.0,90.0,86.0,36.0,16.77269033504436,54.0,72.0,65.0,62.0,36.0,56.0,67.0,10.0,68.0,40.0,19.0,10.0,69.0,83.0,51.0,96.0,27.0,8.0,6.0,90.0,55.0,100.0,79.0,55.0,66.0,28.0,47.0,91.0,77.0,39.0,47.0,57.0,72.0,9.0,92.0,,,,,,,,,,
List_520,sumList,1,47.0,53.0,53.0,100.0,-299.911659483115,82.0,42.0,3.0,14.0,83.0,20.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_521,sumList,66,97.0,3.0,11.0,19.0,264.1291623440784,95.0,29.0,80.0,90.0,80.0,81.0,58.0,65.0,26.0,1.0,19.0,36.0,40.0,100.0,53.0,4.0,4.0,18.0,72.0,32.0,17.0,63.0,41.0,32.0,32.0,37.0,63.0,89.0,19.0,9.0,95.0,9.0,67.0,10.0,76.0,70.0,73.0,72.0,7.0,9.0,76.0,32.0,26.0,18.0,
List_522,sumList,9,99.0,73.0,54.0,17.0,0.474769325781072,48.0,95.0,37.0,68.0,58.0,16.0,59.0,11.0,13.0,34.0,28.0,87.0,29.0,3.0,38.0,6.0,72.0,54.0,9.0,39.0,33.0,98.0,37.0,72.0,13.0,96.0,50.0,28.0,50.0,15.0,,,,,,,,,,,,,,,
List_523,stdList,61,17.0,39.0,62.0,30.0,16.48391379173926,26.0,31.0,3.0,22.0,59.0,31.0,61.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_524,meanList,34,44.0,80.0,39.0,67.0,38.915769370041616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_525,meanList,83,55.0,48.0,76.0,59.0,1034.8857177435607,29.0,42.0,51.0,3.0,90.0,2.0,24.0,4.0,33.0,69.0,26.0,86.0,80.0,68.0,38.0,97.0,55.0,62.0,26.0,1.0,82.0,80.0,92.0,22.0,63.0,69.0,66.0,99.0,78.0,84.0,2.0,8.0,100.0,63.0,91.0,39.0,2.0,,,,,,,,
List_526,stdList,38,2.0,51.0,10.0,26.0,-41.83114130033991,22.0,73.0,26.0,87.0,80.0,19.0,36.0,87.0,43.0,52.0,81.0,93.0,26.0,30.0,36.0,69.0,4.0,11.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
List_527,meanList,12,99.0,59.0,85.0,86.0,18.782880888081827,15.0,2.0,88.0,86.0,1.0,3.0,26.0,75.0,58.0,51.0,66.0,13.0,96.0,17.0,53.0,47.0,15.0,53.0,54.0,86.0,21.0,90.0,20.0,23.0,97.0,52.0,,,,,,,,,,,,,,,,,,,
List_528,sumList,42,31.0,57.0,46.0,60.0,38.28275386728553,76.0,47.0,65.0,93.0,89.0,38.0,81.0,53.0,15.0,21.0,73.0,5.0,20.0,13.0,10.0,65.0,5.0,60.0,46.0,90.0,16.0,74.0,,,,,,,,,,,,,,,,,,,,,,,
List_529,stdList,32,14.0,45.0,60.0,5.0,108.87163022492352,35.0,54.0,52.0,17.0,11.0,23.0,71.0,19.0,72.0,17.0,94.0,83.0,71.0,7.0,62.0,79.0,4.0,51.0,13.0,76.0,55.0,14.0,73.0,76.0,55.0,29.0,18.0,57.0,,,,,,,,,,,,,,,,,
List_530,meanList,8,68.0,10.0,76.0,88.0,-100.91910481741239,18.0,95.0,90.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_531,sumList,45,6.0,5.0,14.0,91.0,45.32789788224458,67.0,67.0,79.0,14.0,51.0,78.0,14.0,93.0,66.0,9.0,69.0,48.0,6.0,47.0,38.0,14.0,35.0,80.0,87.0,79.0,76.0,82.0,6.0,12.0,86.0,99.0,74.0,51.0,19.0,52.0,46.0,48.0,2.0,41.0,80.0,16.0,88.0,18.0,97.0,20.0,54.0,24.0,,,
List_532,sumList,80,6.0,76.0,8.0,54.0,21.60488119366499,17.0,74.0,5.0,59.0,75.0,60.0,81.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_533,meanList,25,87.0,42.0,5.0,69.0,-29.7773106386015,56.0,49.0,38.0,1.0,9.0,22.0,1.0,98.0,25.0,69.0,4.0,22.0,68.0,91.0,72.0,12.0,21.0,31.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
List_534,sumList,66,17.0,92.0,97.0,22.0,11.023749258481272,31.0,88.0,97.0,66.0,99.0,25.0,52.0,8.0,13.0,84.0,15.0,44.0,32.0,42.0,41.0,60.0,90.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_535,meanList,78,37.0,70.0,62.0,13.0,-22.310432858600418,45.0,15.0,14.0,17.0,79.0,53.0,30.0,96.0,51.0,3.0,36.0,3.0,59.0,81.0,70.0,99.0,32.0,68.0,70.0,52.0,43.0,30.0,13.0,93.0,19.0,28.0,8.0,35.0,53.0,33.0,93.0,36.0,93.0,,,,,,,,,,,,
List_536,sumList,72,91.0,87.0,31.0,77.0,35.04185856496971,50.0,3.0,45.0,15.0,95.0,50.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_537,meanList,37,74.0,54.0,92.0,33.0,39.004081217065625,25.0,51.0,59.0,17.0,100.0,12.0,92.0,75.0,61.0,30.0,36.0,17.0,72.0,49.0,45.0,10.0,8.0,99.0,70.0,44.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,
List_538,sumList,19,84.0,83.0,19.0,90.0,23.563081341289013,59.0,50.0,64.0,96.0,22.0,66.0,17.0,56.0,71.0,99.0,3.0,86.0,100.0,3.0,45.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_539,stdList,90,34.0,95.0,67.0,42.0,13.336101683604547,44.0,84.0,11.0,21.0,71.0,14.0,10.0,22.0,84.0,84.0,86.0,14.0,21.0,56.0,2.0,8.0,83.0,89.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
List_540,sumList,23,61.0,29.0,93.0,45.0,-26.604651073490754,81.0,8.0,42.0,66.0,56.0,58.0,68.0,99.0,78.0,51.0,34.0,35.0,100.0,10.0,56.0,34.0,51.0,64.0,3.0,100.0,30.0,86.0,97.0,68.0,60.0,30.0,30.0,72.0,85.0,24.0,49.0,,,,,,,,,,,,,,
List_541,meanList,21,3.0,28.0,71.0,87.0,-12.799431986276941,13.0,41.0,94.0,11.0,2.0,56.0,88.0,45.0,31.0,39.0,28.0,1.0,26.0,53.0,99.0,42.0,13.0,17.0,81.0,28.0,72.0,57.0,1.0,37.0,18.0,21.0,24.0,16.0,,,,,,,,,,,,,,,,,
List_542,stdList,61,8.0,43.0,45.0,45.0,2853.70585799015,88.0,99.0,41.0,83.0,18.0,8.0,20.0,92.0,15.0,8.0,14.0,53.0,73.0,59.0,86.0,99.0,85.0,4.0,20.0,62.0,99.0,29.0,80.0,78.0,78.0,67.0,23.0,,,,,,,,,,,,,,,,,,
List_543,sumList,14,58.0,36.0,57.0,17.0,14.659864964486388,73.0,62.0,95.0,25.0,85.0,27.0,66.0,38.0,51.0,80.0,76.0,6.0,35.0,78.0,18.0,48.0,97.0,58.0,71.0,64.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
List_544,sumList,89,92.0,88.0,92.0,91.0,44.90743323033101,15.0,66.0,48.0,99.0,81.0,93.0,53.0,16.0,14.0,89.0,68.0,14.0,86.0,40.0,43.0,2.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_545,meanList,59,34.0,5.0,70.0,45.0,20.387739216535405,14.0,10.0,66.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_546,sumList,4,39.0,18.0,19.0,59.0,-74.89992554276928,46.0,36.0,1.0,80.0,53.0,35.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_547,stdList,24,57.0,33.0,29.0,69.0,16.18933067809059,64.0,46.0,56.0,23.0,6.0,21.0,35.0,46.0,70.0,16.0,35.0,74.0,2.0,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_548,stdList,99,76.0,57.0,15.0,51.0,2.0749985757433547,24.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_549,sumList,1,10.0,67.0,63.0,87.0,19.45007330587478,22.0,32.0,29.0,52.0,60.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_550,stdList,48,84.0,48.0,73.0,29.0,97.44487633700399,66.0,13.0,71.0,58.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_551,meanList,26,99.0,19.0,78.0,66.0,0.04992703926674643,80.0,74.0,64.0,2.0,91.0,80.0,28.0,98.0,41.0,80.0,47.0,73.0,96.0,40.0,4.0,33.0,83.0,8.0,17.0,48.0,70.0,29.0,44.0,33.0,89.0,21.0,13.0,6.0,78.0,85.0,92.0,90.0,8.0,56.0,91.0,,,,,,,,,,
List_552,stdList,18,32.0,78.0,95.0,89.0,38.28863745226948,42.0,20.0,18.0,12.0,97.0,32.0,64.0,64.0,98.0,97.0,58.0,4.0,97.0,77.0,3.0,46.0,60.0,42.0,16.0,38.0,16.0,37.0,25.0,13.0,27.0,20.0,73.0,64.0,4.0,,,,,,,,,,,,,,,,
List_553,meanList,55,,,,,-44.47551816000487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_554,meanList,70,8.0,81.0,71.0,59.0,9.715621102523935,28.0,28.0,12.0,10.0,19.0,3.0,90.0,28.0,17.0,67.0,82.0,51.0,16.0,68.0,100.0,31.0,60.0,59.0,74.0,96.0,26.0,55.0,73.0,67.0,24.0,26.0,43.0,1.0,87.0,77.0,78.0,76.0,93.0,16.0,68.0,17.0,92.0,56.0,44.0,,,,,,
List_555,sumList,1,19.0,48.0,17.0,65.0,5.702928058008611,13.0,96.0,6.0,51.0,77.0,88.0,62.0,50.0,37.0,47.0,18.0,19.0,18.0,94.0,41.0,43.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_556,sumList,16,59.0,84.0,51.0,30.0,10.316231440106735,33.0,5.0,51.0,89.0,3.0,76.0,15.0,92.0,45.0,63.0,72.0,6.0,75.0,49.0,50.0,20.0,42.0,31.0,77.0,50.0,95.0,86.0,47.0,10.0,39.0,,,,,,,,,,,,,,,,,,,,
List_557,stdList,41,1.0,64.0,95.0,82.0,8.94360310192461,14.0,21.0,61.0,57.0,99.0,81.0,45.0,38.0,52.0,9.0,19.0,41.0,85.0,63.0,97.0,70.0,54.0,80.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
List_558,sumList,21,57.0,96.0,97.0,7.0,238.29824310956778,76.0,57.0,62.0,52.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_559,sumList,45,52.0,33.0,98.0,14.0,-29.573119283972847,95.0,13.0,5.0,66.0,25.0,91.0,63.0,50.0,13.0,73.0,70.0,59.0,10.0,3.0,27.0,81.0,77.0,91.0,23.0,2.0,9.0,2.0,2.0,46.0,74.0,73.0,69.0,26.0,71.0,62.0,90.0,63.0,42.0,18.0,49.0,12.0,67.0,28.0,23.0,12.0,22.0,37.0,36.0,,
List_560,stdList,20,8.0,26.0,87.0,62.0,-568.5819986573251,13.0,4.0,53.0,58.0,12.0,84.0,65.0,76.0,1.0,93.0,58.0,3.0,44.0,47.0,55.0,3.0,91.0,88.0,6.0,86.0,25.0,15.0,24.0,77.0,9.0,5.0,56.0,38.0,54.0,30.0,19.0,39.0,60.0,57.0,,,,,,,,,,,
List_561,sumList,49,95.0,6.0,22.0,69.0,51.16508940458705,11.0,57.0,24.0,7.0,78.0,49.0,35.0,4.0,34.0,74.0,86.0,37.0,79.0,11.0,80.0,29.0,75.0,4.0,71.0,58.0,13.0,43.0,64.0,56.0,99.0,45.0,11.0,76.0,78.0,96.0,67.0,48.0,27.0,29.0,18.0,9.0,28.0,76.0,33.0,69.0,57.0,54.0,30.0,,
List_562,meanList,30,50.0,83.0,71.0,36.0,12.870095388880646,70.0,24.0,63.0,18.0,20.0,58.0,65.0,56.0,13.0,34.0,93.0,21.0,13.0,38.0,22.0,64.0,59.0,64.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
List_563,stdList,89,17.0,62.0,26.0,34.0,29.1566988891893,84.0,76.0,87.0,8.0,79.0,68.0,62.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_564,sumList,7,91.0,84.0,2.0,92.0,828.240065122431,13.0,19.0,93.0,67.0,61.0,80.0,97.0,78.0,30.0,51.0,37.0,21.0,79.0,48.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_565,meanList,8,14.0,76.0,43.0,64.0,-2.397348023661863,70.0,88.0,54.0,1.0,72.0,69.0,59.0,52.0,67.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_566,meanList,48,66.0,77.0,55.0,40.0,25.018299374165284,55.0,25.0,59.0,85.0,45.0,18.0,7.0,99.0,18.0,48.0,57.0,39.0,80.0,51.0,16.0,65.0,38.0,62.0,14.0,22.0,98.0,75.0,13.0,12.0,91.0,83.0,97.0,61.0,64.0,87.0,55.0,67.0,40.0,18.0,28.0,,,,,,,,,,
List_567,stdList,80,38.0,28.0,4.0,32.0,-199.34617909107632,71.0,36.0,66.0,64.0,88.0,72.0,19.0,77.0,10.0,18.0,72.0,94.0,64.0,86.0,68.0,13.0,3.0,18.0,6.0,46.0,92.0,74.0,2.0,23.0,26.0,29.0,8.0,90.0,55.0,28.0,92.0,78.0,76.0,6.0,27.0,16.0,6.0,41.0,74.0,,,,,,
List_568,sumList,48,55.0,92.0,75.0,14.0,-31.706091386199333,92.0,55.0,2.0,91.0,24.0,72.0,76.0,99.0,69.0,51.0,47.0,61.0,20.0,17.0,95.0,1.0,15.0,31.0,66.0,75.0,99.0,73.0,58.0,95.0,72.0,19.0,15.0,26.0,32.0,75.0,80.0,78.0,18.0,59.0,12.0,73.0,30.0,77.0,70.0,68.0,17.0,,,,
List_569,stdList,78,97.0,94.0,82.0,12.0,-104.60375525420605,15.0,7.0,21.0,11.0,57.0,18.0,62.0,19.0,44.0,52.0,52.0,78.0,64.0,53.0,22.0,18.0,96.0,91.0,48.0,26.0,90.0,66.0,44.0,41.0,16.0,27.0,99.0,86.0,,,,,,,,,,,,,,,,,
List_570,sumList,4,8.0,34.0,99.0,6.0,-12.73197507104039,16.0,8.0,74.0,51.0,24.0,46.0,71.0,13.0,99.0,77.0,90.0,45.0,57.0,79.0,77.0,80.0,27.0,71.0,56.0,57.0,79.0,49.0,6.0,95.0,6.0,31.0,20.0,,,,,,,,,,,,,,,,,,
List_571,sumList,45,14.0,61.0,60.0,27.0,614.8921335191737,78.0,3.0,19.0,25.0,40.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_572,stdList,37,57.0,47.0,67.0,38.0,65.63217282808893,6.0,39.0,73.0,22.0,79.0,29.0,100.0,87.0,42.0,31.0,64.0,14.0,70.0,62.0,26.0,45.0,38.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_573,stdList,44,35.0,82.0,32.0,75.0,-5.499475094457965,46.0,94.0,32.0,63.0,79.0,31.0,83.0,25.0,79.0,21.0,13.0,1.0,62.0,78.0,38.0,22.0,31.0,73.0,71.0,56.0,13.0,32.0,48.0,65.0,16.0,,,,,,,,,,,,,,,,,,,,
List_574,stdList,7,59.0,84.0,58.0,92.0,-31.792195113781155,36.0,95.0,60.0,16.0,43.0,77.0,14.0,26.0,60.0,79.0,96.0,51.0,16.0,66.0,35.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_575,meanList,2,90.0,24.0,76.0,27.0,-38.35564642763997,14.0,10.0,3.0,95.0,93.0,4.0,17.0,12.0,36.0,4.0,89.0,93.0,35.0,67.0,50.0,39.0,86.0,23.0,39.0,19.0,73.0,47.0,38.0,12.0,20.0,36.0,77.0,3.0,11.0,60.0,24.0,16.0,29.0,,,,,,,,,,,,
List_576,stdList,51,48.0,40.0,15.0,58.0,-49.94682420425028,52.0,56.0,50.0,34.0,33.0,6.0,89.0,71.0,33.0,16.0,50.0,77.0,4.0,31.0,16.0,32.0,15.0,35.0,49.0,20.0,36.0,37.0,23.0,80.0,85.0,100.0,54.0,3.0,40.0,97.0,,,,,,,,,,,,,,,
List_577,sumList,59,88.0,70.0,6.0,76.0,25.487863772104348,19.0,63.0,34.0,55.0,46.0,95.0,72.0,5.0,96.0,70.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_578,meanList,27,7.0,12.0,52.0,10.0,111.58016476961409,15.0,76.0,25.0,85.0,88.0,81.0,30.0,66.0,95.0,100.0,76.0,15.0,9.0,41.0,50.0,51.0,77.0,10.0,14.0,20.0,100.0,58.0,59.0,73.0,,,,,,,,,,,,,,,,,,,,,
List_579,stdList,11,17.0,1.0,99.0,28.0,18.583156702150443,50.0,84.0,80.0,38.0,77.0,13.0,4.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_580,meanList,90,52.0,25.0,9.0,36.0,29.34935107823997,51.0,79.0,9.0,47.0,25.0,97.0,22.0,21.0,29.0,22.0,18.0,54.0,28.0,61.0,59.0,96.0,96.0,72.0,44.0,14.0,100.0,16.0,43.0,34.0,50.0,92.0,37.0,4.0,43.0,10.0,36.0,79.0,48.0,26.0,96.0,88.0,34.0,8.0,55.0,18.0,90.0,3.0,52.0,55.0,
List_581,meanList,93,31.0,74.0,16.0,83.0,-5.087274734007946,93.0,96.0,95.0,16.0,73.0,3.0,52.0,3.0,69.0,97.0,6.0,21.0,6.0,83.0,28.0,61.0,38.0,34.0,62.0,28.0,77.0,29.0,41.0,66.0,50.0,8.0,45.0,67.0,59.0,,,,,,,,,,,,,,,,
List_582,sumList,38,33.0,65.0,23.0,100.0,93.66204219187806,20.0,18.0,92.0,11.0,79.0,78.0,93.0,37.0,28.0,25.0,85.0,5.0,76.0,90.0,59.0,21.0,48.0,88.0,57.0,49.0,56.0,3.0,11.0,24.0,48.0,99.0,52.0,34.0,41.0,37.0,6.0,87.0,18.0,8.0,98.0,14.0,95.0,20.0,27.0,1.0,50.0,76.0,91.0,,
List_583,meanList,91,42.0,38.0,54.0,68.0,49.7743711647342,57.0,46.0,84.0,9.0,11.0,45.0,58.0,11.0,95.0,12.0,99.0,4.0,24.0,57.0,88.0,98.0,8.0,53.0,35.0,48.0,55.0,33.0,34.0,70.0,11.0,20.0,25.0,70.0,89.0,67.0,16.0,80.0,21.0,29.0,53.0,6.0,59.0,1.0,96.0,86.0,84.0,39.0,,,
List_584,stdList,36,25.0,3.0,2.0,9.0,-174.52765949930006,84.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_585,sumList,14,4.0,64.0,6.0,10.0,11.867829319901428,18.0,48.0,95.0,93.0,84.0,8.0,92.0,33.0,63.0,85.0,1.0,67.0,84.0,81.0,37.0,66.0,29.0,96.0,70.0,61.0,24.0,42.0,,,,,,,,,,,,,,,,,,,,,,,
List_586,sumList,93,85.0,68.0,69.0,54.0,-62.21816395558289,65.0,19.0,77.0,6.0,1.0,94.0,89.0,92.0,74.0,77.0,50.0,82.0,38.0,38.0,78.0,40.0,40.0,31.0,48.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
List_587,sumList,24,62.0,17.0,65.0,8.0,-20.975351851699997,19.0,30.0,68.0,95.0,60.0,91.0,61.0,45.0,38.0,49.0,25.0,39.0,94.0,82.0,29.0,74.0,11.0,79.0,87.0,17.0,81.0,75.0,16.0,5.0,88.0,6.0,21.0,6.0,77.0,34.0,22.0,99.0,88.0,28.0,,,,,,,,,,,
List_588,meanList,16,75.0,11.0,48.0,94.0,3597.8422993174017,79.0,95.0,55.0,96.0,62.0,53.0,10.0,1.0,94.0,58.0,29.0,12.0,69.0,44.0,77.0,77.0,100.0,31.0,48.0,70.0,86.0,22.0,21.0,43.0,21.0,79.0,57.0,50.0,94.0,75.0,19.0,86.0,46.0,72.0,,,,,,,,,,,
List_589,stdList,99,29.0,68.0,37.0,8.0,-321.9101497068418,66.0,72.0,68.0,59.0,75.0,35.0,56.0,70.0,60.0,87.0,28.0,42.0,51.0,33.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_590,sumList,3,81.0,5.0,50.0,35.0,9.403605686682335,25.0,73.0,86.0,53.0,57.0,89.0,6.0,25.0,93.0,15.0,98.0,90.0,58.0,100.0,21.0,36.0,36.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_591,meanList,90,58.0,95.0,62.0,5.0,4459.552661043609,36.0,39.0,74.0,13.0,47.0,91.0,55.0,73.0,97.0,81.0,36.0,87.0,5.0,48.0,92.0,44.0,78.0,65.0,85.0,45.0,51.0,20.0,62.0,20.0,6.0,91.0,83.0,9.0,11.0,,,,,,,,,,,,,,,,
List_592,meanList,25,75.0,91.0,18.0,35.0,-14.768073609500215,71.0,36.0,51.0,25.0,44.0,41.0,48.0,27.0,75.0,83.0,50.0,97.0,86.0,51.0,41.0,8.0,46.0,57.0,62.0,49.0,96.0,27.0,14.0,44.0,67.0,27.0,51.0,48.0,31.0,90.0,4.0,46.0,28.0,19.0,94.0,,,,,,,,,,
List_593,sumList,61,16.0,28.0,9.0,9.0,-25.46890081950198,55.0,6.0,26.0,35.0,97.0,46.0,69.0,26.0,38.0,75.0,36.0,3.0,98.0,73.0,24.0,97.0,38.0,71.0,76.0,10.0,46.0,21.0,1.0,80.0,15.0,55.0,76.0,44.0,92.0,24.0,25.0,60.0,68.0,53.0,39.0,50.0,62.0,18.0,95.0,62.0,8.0,18.0,37.0,67.0,
List_594,meanList,89,76.0,60.0,40.0,25.0,-2.902268970987194,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_595,sumList,28,12.0,20.0,9.0,8.0,9.96177047056584,64.0,11.0,23.0,91.0,38.0,34.0,32.0,2.0,78.0,89.0,34.0,50.0,80.0,40.0,70.0,37.0,88.0,64.0,100.0,3.0,55.0,62.0,70.0,54.0,31.0,56.0,52.0,61.0,85.0,53.0,1.0,95.0,99.0,69.0,5.0,42.0,83.0,62.0,69.0,33.0,,,,,
List_596,stdList,6,68.0,86.0,10.0,60.0,702.4451540731018,14.0,68.0,68.0,4.0,28.0,11.0,53.0,57.0,10.0,21.0,90.0,81.0,56.0,73.0,25.0,77.0,20.0,44.0,72.0,51.0,15.0,12.0,14.0,39.0,86.0,15.0,80.0,,,,,,,,,,,,,,,,,,
List_597,meanList,45,48.0,23.0,54.0,89.0,-38.89241549821858,78.0,44.0,74.0,99.0,5.0,5.0,54.0,58.0,70.0,38.0,77.0,21.0,63.0,63.0,90.0,99.0,60.0,59.0,76.0,69.0,12.0,95.0,85.0,3.0,,,,,,,,,,,,,,,,,,,,,
List_598,stdList,70,36.0,47.0,21.0,10.0,48.81551001087263,100.0,25.0,33.0,19.0,38.0,34.0,99.0,15.0,80.0,12.0,94.0,59.0,30.0,49.0,86.0,58.0,95.0,9.0,4.0,24.0,82.0,39.0,59.0,89.0,20.0,39.0,50.0,19.0,94.0,98.0,67.0,82.0,66.0,1.0,75.0,52.0,20.0,68.0,14.0,73.0,70.0,91.0,34.0,,
