Name,Type,Threshold,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Value_45,Value_46,Value_47,Value_48,Value_49
List_302,sumList,34.86173663,62,83,1,75,39,54,9,55,24,97,33,87,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_303,stdList,-11.38745294,45,62,62,41,11,79,61,25,47,33,16,23,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_304,meanList,25.47331329,4,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_305,stdList,1381.132652,95,28,36,96,86,55,26,75,17,2,12,52,36,3,8,28,51,96,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_306,stdList,-16.12105869,100,59,23,5,12,83,21,50,57,7,52,67,18,8,50,48,38,39,77,67,22,19,10,32,8,77,87,17,4,74,9,71,39,,,,,,,,,,,,,,,,,
List_307,stdList,-8.304846302,60,46,31,100,42,85,11,20,32,74,100,73,33,19,88,61,96,61,4,55,34,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_308,stdList,-16.5853524,72,41,86,34,65,71,7,82,62,83,88,70,68,55,89,13,88,66,67,75,18,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_309,meanList,61.27346854,91,55,98,60,86,68,88,3,1,93,7,68,63,81,53,24,7,37,4,9,21,37,56,46,74,14,42,81,53,5,45,25,91,56,89,87,67,71,70,65,16,63,49,,,,,,,
List_310,stdList,33.67355322,93,13,75,79,15,63,61,92,97,57,38,48,43,80,17,70,34,25,67,31,89,72,71,85,78,10,27,86,79,46,53,79,87,55,92,63,37,20,76,31,31,96,76,100,82,93,24,83,,
List_311,stdList,-34.21636677,27,76,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_312,meanList,37.91945994,87,4,85,25,86,67,71,92,1,75,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_313,stdList,-11.1301369,24,34,15,63,38,7,67,33,59,98,62,46,100,70,96,45,13,42,14,100,81,37,44,36,30,37,61,19,18,,,,,,,,,,,,,,,,,,,,,
List_314,stdList,34.65344828,33,60,38,6,87,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_315,stdList,887.1700654,79,22,34,27,92,70,97,46,33,30,57,71,33,4,12,52,35,8,29,77,68,21,87,64,3,46,20,29,49,16,78,69,7,84,83,3,11,72,46,63,64,55,27,53,,,,,,
List_316,sumList,-0.967752586,18,69,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_317,stdList,-13.95304704,48,50,36,97,46,100,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_318,sumList,-1914.809646,95,16,73,53,75,91,12,33,58,20,5,79,2,34,61,40,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_319,stdList,22.07447754,35,92,56,72,51,68,94,90,37,55,47,18,9,12,13,26,73,43,21,80,35,82,97,27,15,12,54,98,28,61,,,,,,,,,,,,,,,,,,,,
List_320,meanList,3679.002879,15,19,40,47,84,79,82,34,73,28,5,90,83,83,98,96,16,91,54,81,12,71,78,91,34,55,61,8,96,38,96,94,61,14,53,22,94,56,55,92,68,26,,,,,,,,
List_321,stdList,-11.7550398,8,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_322,meanList,29.70299791,57,83,44,36,69,38,61,43,30,86,69,34,94,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_323,stdList,19.78359276,24,95,81,49,69,88,27,22,94,57,4,39,97,75,51,33,85,58,64,50,95,29,15,35,23,12,4,31,93,16,66,5,84,69,64,11,93,81,80,,,,,,,,,,,
List_324,stdList,20.52629733,62,75,64,23,4,73,67,59,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_325,meanList,-1.336637262,8,6,70,16,20,68,96,72,7,8,79,63,44,72,43,50,5,54,56,100,31,78,6,43,31,98,47,20,37,36,92,90,87,74,60,19,21,31,39,99,7,,,,,,,,,
List_326,meanList,52.93984244,68,11,63,44,13,65,5,74,64,48,24,70,81,24,54,86,23,89,69,97,21,77,51,67,7,51,30,46,,,,,,,,,,,,,,,,,,,,,,
List_327,meanList,4.472218807,96,20,11,44,73,13,21,13,71,94,30,46,13,39,31,42,58,14,80,17,20,98,5,2,76,12,74,29,44,36,19,73,52,49,64,44,88,27,53,6,40,94,24,54,98,25,33,,,
List_328,meanList,15.51061473,70,26,98,18,30,6,34,63,68,25,76,87,84,95,61,99,92,33,10,1,83,75,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_329,stdList,-393.0845203,81,87,88,26,20,67,29,86,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_330,sumList,38.66934362,70,61,30,52,75,26,42,58,62,94,98,89,97,44,88,50,86,71,23,44,36,64,55,18,33,46,96,18,49,95,25,,,,,,,,,,,,,,,,,,,
List_331,meanList,-315.8724675,84,41,95,86,9,70,82,20,69,50,20,84,45,90,19,95,53,47,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_332,meanList,0.842739787,39,18,20,84,13,40,79,30,21,96,31,82,88,13,2,84,39,47,86,65,77,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_333,meanList,-38.58192355,80,97,70,88,56,12,25,40,93,72,50,80,19,81,81,56,66,15,46,58,32,19,87,50,39,79,78,,,,,,,,,,,,,,,,,,,,,,,
List_334,meanList,690.0113786,45,32,60,66,39,21,89,34,32,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_335,meanList,-22.6265996,79,83,77,20,30,67,96,89,77,12,53,10,18,55,82,87,35,73,4,48,24,12,19,58,88,45,31,53,89,24,6,98,7,34,53,98,22,41,32,86,53,44,79,85,90,20,25,68,14,12
List_336,meanList,27.59110047,42,58,49,11,90,6,24,45,72,86,31,20,81,37,42,80,19,20,18,16,27,51,27,60,55,9,98,96,46,46,46,100,57,6,69,,,,,,,,,,,,,,,
List_337,sumList,112.5530169,56,83,10,94,58,53,49,63,14,75,4,69,86,30,57,62,5,39,30,100,95,7,99,11,15,49,66,71,87,97,51,75,30,77,81,26,58,78,51,39,85,7,12,72,94,62,5,,,
List_338,sumList,120.4200403,68,62,41,23,94,11,2,82,66,87,59,90,26,81,37,28,98,77,24,18,13,27,13,51,77,74,17,71,66,45,,,,,,,,,,,,,,,,,,,,
List_339,sumList,786.8693937,5,21,57,52,40,40,17,38,100,68,44,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_340,stdList,1145.586161,52,40,45,40,53,50,44,32,63,5,32,88,60,38,8,23,37,80,40,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_341,sumList,9.20196501,32,50,17,70,7,45,58,82,59,100,63,94,43,61,47,97,59,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_342,sumList,105.1845382,37,19,49,61,14,53,41,28,9,86,72,29,6,63,24,74,69,77,100,88,28,80,29,92,74,59,75,63,72,51,69,87,25,49,89,40,25,27,89,11,,,,,,,,,,
List_343,meanList,-23.93979538,68,78,31,56,19,4,87,6,12,63,74,56,35,94,26,17,24,24,75,94,1,11,81,9,32,47,25,,,,,,,,,,,,,,,,,,,,,,,
List_344,sumList,233.0740752,82,41,73,30,86,82,17,41,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_345,meanList,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_346,meanList,49.20616329,70,48,94,11,57,24,79,21,49,90,5,71,78,93,4,77,14,17,92,72,68,78,95,63,27,39,25,12,10,94,55,73,24,54,62,50,58,73,58,23,59,82,51,58,4,62,88,56,,
List_347,sumList,1415.233956,99,31,71,85,75,48,56,24,41,71,3,96,62,73,81,4,89,61,75,86,76,16,81,27,92,47,77,100,95,94,69,79,12,16,91,30,91,55,81,65,34,22,72,58,58,15,,,,
List_348,stdList,57.95079137,89,68,2,34,15,74,90,63,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_349,meanList,6.924960855,33,67,89,33,9,62,25,27,60,20,14,53,18,43,13,62,85,49,27,59,83,33,18,36,59,,,,,,,,,,,,,,,,,,,,,,,,,
List_350,stdList,39.08315519,22,33,13,59,43,53,26,53,73,9,38,69,80,74,62,7,35,57,99,3,79,76,73,48,76,8,71,59,98,38,96,38,81,19,,,,,,,,,,,,,,,,
List_351,stdList,-8.51512021,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_352,sumList,2159.465024,76,42,2,31,69,22,13,61,68,76,60,100,80,63,63,32,92,43,60,34,21,84,66,19,3,57,16,56,51,92,79,99,46,68,80,72,9,61,30,,,,,,,,,,,
List_353,sumList,39.85106973,24,77,52,23,36,54,39,76,56,96,75,1,86,64,16,55,44,74,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_354,sumList,7.723848514,93,84,50,65,96,72,84,79,66,3,57,22,57,17,31,92,37,34,92,86,10,35,16,82,,,,,,,,,,,,,,,,,,,,,,,,,,
List_355,stdList,1760.649744,3,19,87,15,72,92,28,28,24,33,63,42,21,29,24,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_356,stdList,-354.5851565,64,79,85,66,17,66,69,90,21,10,78,52,3,25,36,69,82,97,66,64,33,37,81,80,21,93,18,38,24,32,22,84,35,63,53,76,91,83,21,60,39,,,,,,,,,
List_357,meanList,-9.608385472,96,84,39,60,53,1,14,2,78,94,51,89,84,86,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_358,stdList,-135.672623,22,39,76,79,35,64,59,75,72,1,7,67,76,71,52,62,94,94,15,89,98,44,83,12,7,,,,,,,,,,,,,,,,,,,,,,,,,
List_359,sumList,-134.949764,36,21,70,87,90,63,21,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_360,stdList,67.70436096,8,99,97,6,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_361,stdList,-47.65772196,73,80,56,69,83,2,15,7,12,26,62,41,14,39,18,84,1,57,1,69,29,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_362,stdList,44.7068415,84,16,24,83,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_363,stdList,8.206454286,60,90,66,23,79,60,100,98,11,17,90,61,73,37,78,56,10,59,29,51,93,1,33,84,23,72,91,82,60,14,24,82,10,75,23,15,,,,,,,,,,,,,,
List_364,sumList,-67.55274852,63,91,94,57,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_365,meanList,32.70897884,13,28,81,47,31,9,64,29,55,97,53,43,74,63,17,45,65,5,23,97,10,72,59,100,100,92,8,37,97,32,17,7,17,93,93,81,41,66,99,60,50,83,,,,,,,,
List_366,sumList,1664.088462,4,61,77,96,13,28,62,10,96,36,89,1,8,99,17,56,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_367,meanList,617.5255538,68,24,52,63,50,53,98,97,42,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_368,sumList,1218.570585,94,19,95,24,78,57,30,7,7,93,23,36,22,22,84,92,58,38,53,1,7,30,51,4,92,39,77,46,74,61,100,25,62,,,,,,,,,,,,,,,,,
List_369,stdList,1003.375928,5,9,76,94,20,27,60,69,51,20,81,34,3,75,65,55,62,14,58,24,5,60,39,62,50,25,35,99,46,55,23,13,99,6,,,,,,,,,,,,,,,,
List_370,sumList,38.76384414,73,6,18,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_371,sumList,60.85322147,27,12,35,58,64,88,47,90,36,82,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_372,stdList,52.02386408,42,43,99,64,8,18,32,4,86,60,82,89,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_373,sumList,-108.5157348,81,41,26,10,56,61,74,25,43,93,50,79,76,70,37,88,8,99,48,65,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_374,sumList,42.37675452,66,19,44,71,39,54,96,1,73,90,48,41,41,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_375,meanList,299.2834827,64,69,63,59,93,20,71,73,7,88,45,84,91,23,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_376,stdList,15.2321095,91,56,93,66,42,46,52,56,19,72,47,99,26,75,68,47,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_377,sumList,46.03684238,47,48,45,47,58,71,30,81,60,26,43,84,85,48,3,31,94,6,96,63,67,33,46,31,39,64,100,73,29,63,63,84,11,18,7,84,7,59,12,20,9,99,93,18,22,81,72,4,62,85
List_378,sumList,194.3563383,61,33,90,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_379,meanList,-85.94336948,21,37,45,50,36,42,23,34,49,24,73,41,58,85,92,55,17,83,71,4,90,2,74,20,43,15,100,44,14,52,48,38,88,88,79,84,66,33,39,65,17,,,,,,,,,
List_380,stdList,-16.14819028,46,36,71,8,61,87,28,48,72,91,26,75,87,12,50,71,15,67,44,73,23,20,93,75,22,20,95,12,100,74,83,35,33,39,35,28,76,35,3,91,2,1,58,96,3,97,,,,
List_381,stdList,47.65149783,89,100,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_382,meanList,-1472.594452,29,25,63,73,81,22,56,46,33,100,49,1,27,24,22,27,91,13,94,29,26,25,79,68,63,47,27,68,15,100,37,60,100,,,,,,,,,,,,,,,,,
List_383,sumList,-58.74004103,50,72,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_384,stdList,31.7090293,65,43,40,50,71,65,33,26,17,6,68,30,97,51,47,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_385,sumList,299.1278988,89,69,32,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_386,meanList,492.1778145,89,52,85,92,5,66,28,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_387,sumList,106.0791014,18,84,78,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_388,meanList,352.5041779,69,54,37,61,16,64,33,35,16,72,59,98,2,30,38,73,80,42,21,46,98,76,47,92,88,24,81,,,,,,,,,,,,,,,,,,,,,,,
List_389,sumList,959.6907996,28,62,39,8,72,84,72,95,88,48,14,4,32,60,43,73,77,12,17,94,95,14,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_390,stdList,162.8317323,94,57,10,57,20,80,82,89,40,100,5,88,28,76,86,56,27,75,32,46,57,59,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,
List_391,stdList,-16.4288494,41,53,54,87,6,69,64,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_392,sumList,17.87798271,66,29,52,87,90,7,81,45,100,43,11,88,71,53,97,79,85,63,11,88,95,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_393,stdList,26.22394831,47,96,12,26,69,76,90,70,25,89,98,77,36,33,29,4,88,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_394,stdList,-1895.856787,18,40,35,57,22,78,63,81,52,67,50,52,80,50,83,8,74,100,55,94,84,49,80,78,12,39,74,25,49,71,4,77,86,,,,,,,,,,,,,,,,,
List_395,sumList,2.414655435,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_396,stdList,-26.79235383,10,40,75,89,5,5,24,60,57,95,43,23,90,58,45,63,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_397,sumList,-156.5593227,37,85,21,82,63,24,70,1,49,90,5,2,75,98,43,66,45,72,83,70,55,99,92,45,84,46,9,66,68,44,33,80,67,69,89,20,65,40,88,35,19,81,41,35,,,,,,
List_398,meanList,-24.77240143,27,43,51,5,46,39,85,16,68,67,57,33,82,99,37,84,71,33,8,75,12,93,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,
List_399,meanList,2.589349957,50,91,64,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_400,sumList,44.98813095,4,44,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_401,stdList,8.696076385,66,7,52,26,50,40,72,78,59,85,67,80,33,48,59,85,26,85,88,56,56,13,22,78,2,17,32,2,56,,,,,,,,,,,,,,,,,,,,,
List_402,meanList,-18.02011532,42,81,81,87,71,53,83,98,5,92,74,98,58,43,32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_403,meanList,-63.79456435,81,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_404,meanList,76.80439905,34,42,48,78,25,2,35,82,47,41,72,32,54,67,68,53,86,96,61,74,80,90,33,75,46,73,54,53,11,13,65,,,,,,,,,,,,,,,,,,,
List_405,sumList,-50.91928365,62,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_406,meanList,-12.03264231,20,54,72,65,55,88,77,83,79,24,100,70,55,88,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_407,stdList,20.09298213,27,31,66,16,41,53,91,99,38,36,30,23,69,27,70,75,88,67,89,27,15,38,88,26,82,76,46,87,83,97,73,96,95,,,,,,,,,,,,,,,,,
List_408,stdList,866.6222369,44,77,94,81,60,86,51,78,90,35,25,50,50,17,61,68,33,99,2,7,61,82,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_409,stdList,1729.561199,48,90,18,73,3,93,65,42,20,42,68,68,86,13,45,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_410,stdList,-37.18998011,14,79,27,51,38,92,1,95,59,15,31,97,23,33,94,82,46,43,71,80,8,14,3,28,71,67,75,36,1,16,88,68,82,39,37,53,82,96,47,62,23,,,,,,,,,
List_411,sumList,24.39507331,81,22,30,28,65,31,28,12,73,71,72,77,69,42,23,35,47,91,54,88,12,72,93,2,42,84,78,17,39,56,19,23,,,,,,,,,,,,,,,,,,
List_412,stdList,-457.1042618,21,35,97,97,31,3,67,95,89,11,24,4,42,58,52,68,2,38,65,82,69,42,58,36,15,51,16,73,36,18,78,9,36,72,53,84,4,87,,,,,,,,,,,,
List_413,stdList,-47.18269608,80,8,45,51,79,13,77,49,95,17,91,8,64,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_414,sumList,-6.371960373,84,34,6,44,26,97,16,61,18,17,55,15,4,72,91,3,62,13,30,15,54,98,33,27,12,56,65,,,,,,,,,,,,,,,,,,,,,,,
List_415,stdList,32.60625405,47,56,100,32,95,83,57,33,84,51,30,84,89,6,100,88,14,48,48,15,56,44,33,10,61,82,8,89,12,80,,,,,,,,,,,,,,,,,,,,
List_416,sumList,-12.94053493,19,7,7,44,60,92,10,39,97,54,70,46,70,69,27,95,91,39,47,30,2,60,72,27,88,41,54,42,76,48,48,9,82,59,16,13,20,81,43,,,,,,,,,,,
List_417,sumList,43.11621817,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_418,sumList,15.24982972,91,49,11,56,83,98,6,34,69,87,62,97,65,28,1,48,61,99,89,74,52,38,37,12,79,34,84,96,56,81,7,48,59,15,57,42,88,70,84,75,52,25,29,,,,,,,
List_419,sumList,-6.377935695,37,99,38,90,75,92,6,7,46,73,98,14,48,40,41,59,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_420,sumList,7.85820359,22,44,75,48,32,49,90,16,39,39,13,43,12,95,98,45,14,88,47,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_421,sumList,29.94077366,29,17,50,84,90,30,14,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_422,meanList,260.5559002,57,6,22,25,7,4,24,7,48,73,44,14,16,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_423,stdList,3.538720759,30,11,85,61,4,30,42,6,53,58,18,56,4,55,88,59,11,84,63,95,59,82,97,88,97,58,58,35,71,1,,,,,,,,,,,,,,,,,,,,
List_424,sumList,-78.73629434,9,32,43,73,79,52,13,26,49,88,1,45,97,5,47,81,33,52,47,71,5,77,95,10,99,70,90,61,68,93,72,50,24,4,81,90,20,3,57,40,85,14,76,,,,,,,
List_425,stdList,7.717469741,29,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_426,meanList,23.7974653,36,53,97,61,98,21,90,7,18,57,28,33,84,3,46,94,20,35,77,28,67,82,76,75,43,68,54,1,96,29,74,23,60,29,64,78,21,99,72,27,73,99,14,45,39,30,55,57,98,
List_427,sumList,56.86228197,70,84,71,33,13,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_428,meanList,-2051.670239,63,24,81,16,7,98,2,56,34,11,3,94,10,20,78,76,47,13,12,47,4,72,86,16,12,60,67,72,72,27,22,55,20,38,84,85,9,76,78,80,,,,,,,,,,
List_429,sumList,4.62092458,3,23,20,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_430,stdList,-1853.709112,9,4,53,5,85,38,76,87,62,39,15,17,63,36,4,33,28,46,77,16,66,48,64,47,47,43,59,92,67,70,73,44,17,5,66,43,49,39,59,54,93,,,,,,,,,
List_431,meanList,-115.8966226,96,42,68,14,16,36,99,5,69,13,97,93,46,95,27,24,75,53,1,16,1,83,20,81,67,89,61,60,86,16,12,21,32,67,63,73,66,52,48,,,,,,,,,,,
List_432,stdList,11.95968848,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_433,sumList,12.47061872,18,4,38,50,36,79,11,8,7,15,92,77,65,36,86,98,78,54,82,23,52,51,93,10,9,54,37,84,51,26,56,86,73,47,44,27,79,79,95,31,41,80,,,,,,,,
List_434,sumList,-7.680854911,59,35,31,95,27,95,62,52,13,65,74,55,58,49,98,42,55,41,5,7,45,34,9,81,13,13,80,1,18,12,46,46,60,42,23,66,64,79,77,27,64,47,44,69,,,,,,
List_435,sumList,1.150434277,17,20,54,88,75,1,49,50,9,43,64,76,97,57,18,70,79,70,77,63,33,32,76,24,6,83,44,90,5,76,54,11,66,30,43,86,79,43,8,9,11,5,13,74,26,,,,,
List_436,sumList,-806.3069423,45,28,4,37,76,7,47,85,73,34,99,74,21,42,36,95,39,72,75,86,19,67,95,26,74,58,65,56,56,37,85,18,73,23,77,60,79,60,52,88,23,90,84,34,38,4,48,37,,
List_437,stdList,1075.402592,34,54,84,2,56,51,63,98,41,87,36,65,96,54,40,79,81,100,15,15,57,43,15,10,100,97,96,3,67,33,21,6,67,60,61,5,53,30,,,,,,,,,,,,
List_438,stdList,35.56758788,99,25,15,84,34,66,17,48,77,43,83,2,24,96,26,38,63,15,49,68,69,35,96,49,57,100,32,9,11,8,49,22,40,58,15,4,96,55,62,31,,,,,,,,,,
List_439,meanList,77.4317445,3,86,39,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_440,meanList,-123.9950861,14,9,64,38,14,74,8,74,22,29,52,31,43,88,7,79,22,34,59,96,92,60,76,46,11,55,22,41,6,74,15,53,86,35,23,99,96,44,92,49,29,73,79,45,,,,,,
List_441,meanList,31.52357852,79,2,94,8,22,64,57,91,84,12,56,89,38,70,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_442,sumList,0.105227854,68,86,11,34,78,73,45,80,76,53,24,36,96,95,13,100,43,40,67,19,1,51,24,40,7,8,73,100,82,16,91,9,44,12,96,74,96,19,40,74,34,47,57,55,28,43,24,21,,
List_443,sumList,29.16527435,4,34,84,56,93,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_444,sumList,-385.227139,4,9,38,46,57,13,61,3,85,52,26,50,32,94,94,7,98,43,1,86,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_445,stdList,-59.89856183,90,27,88,71,30,99,78,85,80,13,63,14,26,72,10,32,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_446,stdList,17.51680239,44,93,11,66,34,45,48,19,8,89,12,44,14,99,69,51,94,44,32,99,49,44,56,30,70,69,72,73,79,97,15,74,30,26,18,78,51,38,80,13,88,87,7,,,,,,,
List_447,sumList,46.63415922,91,24,17,27,1,85,93,14,92,17,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_448,stdList,49.66589701,31,73,4,48,62,100,59,60,33,27,71,99,5,39,67,58,29,42,34,5,100,6,62,36,42,21,69,5,51,64,4,77,26,73,21,12,61,22,66,70,38,49,38,75,57,19,85,40,2,81
List_449,meanList,-24.09894363,19,53,29,65,88,21,65,95,23,11,85,43,2,39,43,1,14,88,4,96,34,51,55,15,76,46,7,80,77,,,,,,,,,,,,,,,,,,,,,
List_450,sumList,-17.33256167,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_451,meanList,40.04959465,35,40,14,86,76,16,95,59,84,82,25,82,53,48,24,80,44,1,5,55,32,63,45,47,52,12,,,,,,,,,,,,,,,,,,,,,,,,
List_452,sumList,-32.81772343,18,53,85,56,13,67,88,89,18,13,32,16,96,89,62,6,10,1,88,39,26,66,73,17,87,84,81,10,19,55,,,,,,,,,,,,,,,,,,,,
List_453,sumList,-242.5493273,5,78,46,53,83,48,17,87,73,92,41,20,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_454,meanList,24.45266574,70,46,85,97,87,94,47,42,5,27,29,45,13,66,56,7,34,58,33,83,3,66,73,50,36,5,18,24,88,88,76,53,42,58,76,,,,,,,,,,,,,,,
List_455,meanList,5.671536767,81,19,68,69,12,47,7,40,89,67,4,13,39,45,10,71,4,51,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_456,stdList,-13.4494488,9,96,28,72,5,25,42,55,24,34,24,83,32,74,48,10,82,100,79,10,84,53,92,75,,,,,,,,,,,,,,,,,,,,,,,,,,
List_457,stdList,-4.030169578,66,38,68,87,40,52,50,98,23,17,46,45,44,30,91,6,85,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_458,stdList,-25.54521099,77,23,16,61,21,19,22,91,21,43,55,10,91,7,69,13,4,19,71,65,77,89,41,36,86,96,65,88,4,78,39,42,77,60,70,10,,,,,,,,,,,,,,
